Player,Match,first_serve_pctg,second_serve_pctg,double_faults,win
Taylor Fritz,20230905-M-US_Open-QF-Novak_Djokovic-Taylor_Fritz,55.1,95.0,2,False
Andrey Rublev,20230906-M-US_Open-QF-Andrey_Rublev-Daniil_Medvedev,60.2,87.2,5,False
Daniil Medvedev,20230906-M-US_Open-QF-Andrey_Rublev-Daniil_Medvedev,55.0,80.0,9,True
Carlos Alcaraz,20230906-M-US_Open-QF-Carlos_Alcaraz-Alexander_Zverev,56.7,92.9,3,True
Alexander Zverev,20230906-M-US_Open-QF-Carlos_Alcaraz-Alexander_Zverev,67.5,84.0,4,False
Novak Djokovic,20230908-M-US_Open-SF-Novak_Djokovic-Ben_Shelton,68.7,90.3,3,True
Ben Shelton,20230908-M-US_Open-SF-Novak_Djokovic-Ben_Shelton,70.6,83.3,5,False
Carlos Alcaraz,20230909-M-US_Open-SF-Carlos_Alcaraz-Daniil_Medvedev,70.7,100.0,0,False
Daniil Medvedev,20230909-M-US_Open-SF-Carlos_Alcaraz-Daniil_Medvedev,64.3,78.3,10,True
Novak Djokovic,20230910-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,55.0,87.8,6,True
Daniil Medvedev,20230910-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,65.1,83.8,6,False
Botic Van De Zandschulp,20230914-M-Davis_Cup_Finals-RR-Botic_Van_De_Zandschulp-Tommy_Paul,70.8,78.9,4,True
Tommy Paul,20230914-M-Davis_Cup_Finals-RR-Botic_Van_De_Zandschulp-Tommy_Paul,64.7,95.8,1,False
Tallon Griekspoor,20230914-M-Davis_Cup_Finals-RR-Tallon_Griekspoor-Frances_Tiafoe,63.3,97.2,1,True
Frances Tiafoe,20230914-M-Davis_Cup_Finals-RR-Tallon_Griekspoor-Frances_Tiafoe,62.0,90.2,4,False
Dino Prizmic,20230915-M-Davis_Cup_Finals-RR-Dino_Prizmic-Otto_Virtanen,67.8,96.6,1,False
Otto Virtanen,20230915-M-Davis_Cup_Finals-RR-Dino_Prizmic-Otto_Virtanen,50.0,92.0,4,True
Jakub Mensik,20230916-M-Davis_Cup_Finals-RR-Jakub_Mensik-Dusan_Lajovic,78.0,100.0,0,True
Dusan Lajovic,20230916-M-Davis_Cup_Finals-RR-Jakub_Mensik-Dusan_Lajovic,54.3,95.2,1,False
Botic Van De Zandschulp,20230917-M-Davis_Cup_Finals-RR-Botic_Van_De_Zandschulp-Duje_Ajdukovic,73.0,100.0,0,True
Duje Ajdukovic,20230917-M-Davis_Cup_Finals-RR-Botic_Van_De_Zandschulp-Duje_Ajdukovic,70.2,92.0,2,False
Dominic Thiem,20230928-M-Astana-R32-Dominic_Thiem-Juan_Pablo_Varillas,56.4,88.2,4,True
Juan Pablo Varillas,20230928-M-Astana-R32-Dominic_Thiem-Juan_Pablo_Varillas,62.3,93.1,2,False
Alex De Minaur,20230928-M-Beijing-R32-Alex_De_Minaur-Andy_Murray,55.1,100.0,0,True
Andy Murray,20230928-M-Beijing-R32-Alex_De_Minaur-Andy_Murray,58.4,100.0,0,False
Casper Ruud,20230929-M-Beijing-R32-Casper_Ruud-Jan_Lennard_Struff,64.0,88.9,3,True
Jan Lennard Struff,20230929-M-Beijing-R32-Casper_Ruud-Jan_Lennard_Struff,51.2,87.8,5,False
Daniil Medvedev,20230929-M-Beijing-R32-Daniil_Medvedev-Tommy_Paul,68.0,81.2,3,True
Tommy Paul,20230929-M-Beijing-R32-Daniil_Medvedev-Tommy_Paul,60.4,90.5,2,False
Felix Auger Aliassime,20230929-M-Beijing-R32-Felix_Auger_Aliassime-Holger_Rune,69.6,82.4,3,False
Holger Rune,20230929-M-Beijing-R32-Felix_Auger_Aliassime-Holger_Rune,61.5,95.0,1,True
Stefanos Tsitsipas,20230929-M-Beijing-R32-Stefanos_Tsitsipas-Nicolas_Jarry,63.6,85.0,3,False
Nicolas Jarry,20230929-M-Beijing-R32-Stefanos_Tsitsipas-Nicolas_Jarry,57.4,88.5,3,True
Dominic Thiem,20230930-M-Astana-R16-Dominic_Thiem-Marcos_Giron,64.1,90.9,3,True
Marcos Giron,20230930-M-Astana-R16-Dominic_Thiem-Marcos_Giron,61.0,97.4,1,False
Alex De Minaur,20230930-M-Beijing-R16-Alex_De_Minaur-Daniil_Medvedev,51.8,95.0,2,False
Daniil Medvedev,20230930-M-Beijing-R16-Alex_De_Minaur-Daniil_Medvedev,63.5,70.4,8,True
Dominic Thiem,20231001-M-Astana-QF-Dominic_Thiem-Sebastian_Ofner,65.7,94.6,2,False
Sebastian Ofner,20231001-M-Astana-QF-Dominic_Thiem-Sebastian_Ofner,64.6,93.1,2,True
Holger Rune,20231001-M-Beijing-R16-Holger_Rune-Grigor_Dimitrov,64.9,88.5,3,False
Grigor Dimitrov,20231001-M-Beijing-R16-Holger_Rune-Grigor_Dimitrov,60.0,95.5,1,True
Casper Ruud,20231002-M-Beijing-QF-Casper_Ruud-Carlos_Alcaraz,64.9,85.2,4,False
Carlos Alcaraz,20231002-M-Beijing-QF-Casper_Ruud-Carlos_Alcaraz,69.1,94.1,1,True
Ugo Humbert,20231002-M-Beijing-QF-Ugo_Humbert-Daniil_Medvedev,55.6,86.1,5,False
Daniil Medvedev,20231002-M-Beijing-QF-Ugo_Humbert-Daniil_Medvedev,65.9,67.9,9,True
Daniil Medvedev,20231003-M-Beijing-SF-Daniil_Medvedev-Alexander_Zverev,71.9,93.8,1,True
Alexander Zverev,20231003-M-Beijing-SF-Daniil_Medvedev-Alexander_Zverev,74.5,92.3,1,False
Jannik Sinner,20231004-M-Beijing-F-Jannik_Sinner-Daniil_Medvedev,68.0,100.0,0,True
Daniil Medvedev,20231004-M-Beijing-F-Jannik_Sinner-Daniil_Medvedev,71.8,81.8,4,False
Richard Gasquet,20231004-M-Shanghai_Masters-R64-Richard_Gasquet-Zhizhen_Zhang,69.1,82.4,3,False
Zhizhen Zhang,20231004-M-Shanghai_Masters-R64-Richard_Gasquet-Zhizhen_Zhang,69.7,90.0,1,True
Casper Ruud,20231006-M-Shanghai_Masters-R64-Casper_Ruud-Yoshihito_Nishioka,87.2,100.0,0,True
Yoshihito Nishioka,20231006-M-Shanghai_Masters-R64-Casper_Ruud-Yoshihito_Nishioka,61.7,95.7,1,False
Fabian Marozsan,20231006-M-Shanghai_Masters-R64-Fabian_Marozsan-Alex_De_Minaur,69.2,90.0,2,True
Alex De Minaur,20231006-M-Shanghai_Masters-R64-Fabian_Marozsan-Alex_De_Minaur,56.5,92.6,2,False
Hubert Hurkacz,20231006-M-Shanghai_Masters-R64-Hubert_Hurkacz-Thanasi_Kokkinakis,70.0,95.2,1,True
Thanasi Kokkinakis,20231006-M-Shanghai_Masters-R64-Hubert_Hurkacz-Thanasi_Kokkinakis,59.4,100.0,0,False
Cristian Garin,20231007-M-Shanghai_Masters-R64-Cristian_Garin-Daniil_Medvedev,62.3,87.0,3,False
Daniil Medvedev,20231007-M-Shanghai_Masters-R64-Cristian_Garin-Daniil_Medvedev,65.5,68.4,6,True
Sebastian Ofner,20231007-M-Shanghai_Masters-R64-Sebastian_Ofner-Tommy_Paul,67.8,89.5,2,False
Tommy Paul,20231007-M-Shanghai_Masters-R64-Sebastian_Ofner-Tommy_Paul,51.4,94.1,1,True
Christopher Eubanks,20231008-M-Shanghai_Masters-R32-Christopher_Eubanks-Casper_Ruud,63.6,95.0,1,False
Casper Ruud,20231008-M-Shanghai_Masters-R32-Christopher_Eubanks-Casper_Ruud,67.4,86.7,2,True
Daniil Medvedev,20231008-M-Shanghai_Masters-R32-Daniil_Medvedev-Sebastian_Korda,68.3,78.9,4,False
Sebastian Korda,20231008-M-Shanghai_Masters-R32-Daniil_Medvedev-Sebastian_Korda,77.1,100.0,0,True
Fabian Marozsan,20231008-M-Shanghai_Masters-R32-Fabian_Marozsan-Dusan_Lajovic,63.3,88.9,2,True
Dusan Lajovic,20231008-M-Shanghai_Masters-R32-Fabian_Marozsan-Dusan_Lajovic,71.2,89.5,2,False
Sebastian Baez,20231008-M-Shanghai_Masters-R32-Sebastian_Baez-Jannik_Sinner,72.2,95.0,1,False
Jannik Sinner,20231008-M-Shanghai_Masters-R32-Sebastian_Baez-Jannik_Sinner,57.6,100.0,0,True
Yu Hsiou Hsu,20231008-M-Shanghai_Masters-R32-Yu_Hsiou_Hsu-Hubert_Hurkacz,73.0,100.0,0,False
Hubert Hurkacz,20231008-M-Shanghai_Masters-R32-Yu_Hsiou_Hsu-Hubert_Hurkacz,74.2,100.0,0,True
Arthur Fils,20231008-M-Shanghai_Masters-R64-Arthur_Fils-Alejandro_Davidovich_Fokina,58.2,87.0,3,True
Alejandro Davidovich Fokina,20231008-M-Shanghai_Masters-R64-Arthur_Fils-Alejandro_Davidovich_Fokina,70.8,94.7,1,False
Quentin Halys,20231008-M-Shanghai_Masters-R64-Quentin_Halys-Andrey_Rublev,64.6,78.3,5,False
Andrey Rublev,20231008-M-Shanghai_Masters-R64-Quentin_Halys-Andrey_Rublev,69.1,94.1,1,True
Casper Ruud,20231009-M-Shanghai_Masters-R16-Casper_Ruud-Fabian_Marozsan,65.9,92.9,3,False
Fabian Marozsan,20231009-M-Shanghai_Masters-R16-Casper_Ruud-Fabian_Marozsan,71.7,96.9,1,True
Andrey Rublev,20231009-M-Shanghai_Masters-R32-Andrey_Rublev-Adrian_Mannarino,66.7,100.0,0,True
Adrian Mannarino,20231009-M-Shanghai_Masters-R32-Andrey_Rublev-Adrian_Mannarino,72.5,100.0,0,False
Grigor Dimitrov,20231009-M-Shanghai_Masters-R32-Grigor_Dimitrov-Karen_Khachanov,67.1,95.7,1,True
Karen Khachanov,20231009-M-Shanghai_Masters-R32-Grigor_Dimitrov-Karen_Khachanov,65.3,88.5,3,False
Lorenzo Sonego,20231009-M-Shanghai_Masters-R32-Lorenzo_Sonego-Nicolas_Jarry,71.9,94.4,1,False
Nicolas Jarry,20231009-M-Shanghai_Masters-R32-Lorenzo_Sonego-Nicolas_Jarry,60.7,95.8,1,True
Hubert Hurkacz,20231010-M-Shanghai_Masters-R16-Hubert_Hurkacz-Zhizhen_Zhang,69.1,100.0,0,True
Zhizhen Zhang,20231010-M-Shanghai_Masters-R16-Hubert_Hurkacz-Zhizhen_Zhang,66.1,95.0,2,False
Carlos Alcaraz,20231011-M-Shanghai_Masters-R16-Carlos_Alcaraz-Grigor_Dimitrov,67.9,100.0,0,False
Grigor Dimitrov,20231011-M-Shanghai_Masters-R16-Carlos_Alcaraz-Grigor_Dimitrov,72.1,83.3,4,True
Tommy Paul,20231011-M-Shanghai_Masters-R16-Tommy_Paul-Andrey_Rublev,63.6,100.0,0,False
Andrey Rublev,20231011-M-Shanghai_Masters-R16-Tommy_Paul-Andrey_Rublev,62.1,95.5,1,True
Ugo Humbert,20231011-M-Shanghai_Masters-R16-Ugo_Humbert-J_J_Wolf,71.4,100.0,0,True
J J Wolf,20231011-M-Shanghai_Masters-R16-Ugo_Humbert-J_J_Wolf,53.7,73.7,5,False
Hubert Hurkacz,20231012-M-Shanghai_Masters-QF-Hubert_Hurkacz-Fabian_Marozsan,67.1,95.7,1,True
Fabian Marozsan,20231012-M-Shanghai_Masters-QF-Hubert_Hurkacz-Fabian_Marozsan,61.0,100.0,0,False
Grigor Dimitrov,20231013-M-Shanghai_Masters-QF-Grigor_Dimitrov-Nicolas_Jarry,67.7,90.0,2,True
Nicolas Jarry,20231013-M-Shanghai_Masters-QF-Grigor_Dimitrov-Nicolas_Jarry,68.8,95.0,1,False
Ugo Humbert,20231013-M-Shanghai_Masters-QF-Ugo_Humbert-Andrey_Rublev,56.3,96.8,1,False
Andrey Rublev,20231013-M-Shanghai_Masters-QF-Ugo_Humbert-Andrey_Rublev,62.7,100.0,0,True
Hubert Hurkacz,20231014-M-Shanghai_Masters-SF-Hubert_Hurkacz-Sebastian_Korda,74.6,100.0,0,True
Sebastian Korda,20231014-M-Shanghai_Masters-SF-Hubert_Hurkacz-Sebastian_Korda,75.4,100.0,0,False
Hubert Hurkacz,20231015-M-Shanghai_Masters-F-Hubert_Hurkacz-Andrey_Rublev,75.3,100.0,0,True
Andrey Rublev,20231015-M-Shanghai_Masters-F-Hubert_Hurkacz-Andrey_Rublev,72.9,100.0,0,False
Gregoire Barrere,20231018-M-Antwerp-R16-Gregoire_Barrere-Alexander_Bublik,58.0,100.0,0,False
Alexander Bublik,20231018-M-Antwerp-R16-Gregoire_Barrere-Alexander_Bublik,57.7,72.7,6,True
Hubert Hurkacz,20231018-M-Tokyo-R32-Hubert_Hurkacz-Zhizhen_Zhang,63.2,97.4,1,False
Zhizhen Zhang,20231018-M-Tokyo-R32-Hubert_Hurkacz-Zhizhen_Zhang,58.0,94.6,2,True
Arthur Fils,20231022-M-Antwerp-F-Arthur_Fils-Alexander_Bublik,66.1,89.5,2,False
Alexander Bublik,20231022-M-Antwerp-F-Arthur_Fils-Alexander_Bublik,58.7,57.7,11,True
Hubert Hurkacz,20231024-M-Basel-R32-Hubert_Hurkacz-Dusan_Lajovic,69.9,95.5,1,True
Dusan Lajovic,20231024-M-Basel-R32-Hubert_Hurkacz-Dusan_Lajovic,72.7,94.4,1,False
Stefanos Tsitsipas,20231024-M-Vienna-R32-Stefanos_Tsitsipas-Dominic_Thiem,60.0,96.9,1,True
Dominic Thiem,20231024-M-Vienna-R32-Stefanos_Tsitsipas-Dominic_Thiem,61.8,100.0,0,False
Hubert Hurkacz,20231025-M-Basel-R16-Hubert_Hurkacz-Jan_Lennard_Struff,70.2,100.0,0,True
Jan Lennard Struff,20231025-M-Basel-R16-Hubert_Hurkacz-Jan_Lennard_Struff,60.0,92.3,2,False
Karen Khachanov,20231025-M-Vienna-R16-Karen_Khachanov-Jiri_Lehecka,72.5,100.0,0,True
Jiri Lehecka,20231025-M-Vienna-R16-Karen_Khachanov-Jiri_Lehecka,68.5,94.1,1,False
Arthur Fils,20231025-M-Vienna-R32-Arthur_Fils-Daniil_Medvedev,68.3,95.0,1,False
Daniil Medvedev,20231025-M-Vienna-R32-Arthur_Fils-Daniil_Medvedev,75.6,100.0,0,True
Jannik Sinner,20231025-M-Vienna-R32-Jannik_Sinner-Ben_Shelton,78.9,93.3,1,True
Ben Shelton,20231025-M-Vienna-R32-Jannik_Sinner-Ben_Shelton,56.4,88.2,4,False
Ugo Humbert,20231026-M-Basel-R16-Ugo_Humbert-Nicolas_Jarry,68.4,100.0,0,True
Nicolas Jarry,20231026-M-Basel-R16-Ugo_Humbert-Nicolas_Jarry,68.8,100.0,0,False
Daniil Medvedev,20231026-M-Vienna-R16-Daniil_Medvedev-Grigor_Dimitrov,59.3,89.2,4,True
Grigor Dimitrov,20231026-M-Vienna-R16-Daniil_Medvedev-Grigor_Dimitrov,56.2,93.8,2,False
Hubert Hurkacz,20231027-M-Basel-QF-Hubert_Hurkacz-Tallon_Griekspoor,61.6,100.0,0,True
Tallon Griekspoor,20231027-M-Basel-QF-Hubert_Hurkacz-Tallon_Griekspoor,63.7,92.7,3,False
Andrey Rublev,20231027-M-Vienna-QF-Andrey_Rublev-Alexander_Zverev,67.0,100.0,0,True
Alexander Zverev,20231027-M-Vienna-QF-Andrey_Rublev-Alexander_Zverev,72.2,96.0,1,False
Daniil Medvedev,20231027-M-Vienna-QF-Daniil_Medvedev-Karen_Khachanov,62.9,87.9,4,True
Karen Khachanov,20231027-M-Vienna-QF-Daniil_Medvedev-Karen_Khachanov,66.3,100.0,0,False
Ugo Humbert,20231028-M-Basel-SF-Ugo_Humbert-Hubert_Hurkacz,60.4,100.0,0,False
Hubert Hurkacz,20231028-M-Basel-SF-Ugo_Humbert-Hubert_Hurkacz,66.3,96.8,1,True
Stefanos Tsitsipas,20231028-M-Vienna-SF-Stefanos_Tsitsipas-Daniil_Medvedev,59.2,93.1,2,False
Daniil Medvedev,20231028-M-Vienna-SF-Stefanos_Tsitsipas-Daniil_Medvedev,72.1,89.5,2,True
Felix Auger Aliassime,20231029-M-Basel-F-Felix_Auger_Aliassime-Hubert_Hurkacz,68.2,90.5,2,True
Hubert Hurkacz,20231029-M-Basel-F-Felix_Auger_Aliassime-Hubert_Hurkacz,59.8,94.6,2,False
Daniil Medvedev,20231029-M-Vienna-F-Daniil_Medvedev-Jannik_Sinner,66.7,81.8,8,False
Jannik Sinner,20231029-M-Vienna-F-Daniil_Medvedev-Jannik_Sinner,72.9,100.0,0,True
Alexander Bublik,20231030-M-Paris_Masters-R64-Alexander_Bublik-Frances_Tiafoe,65.4,72.2,5,True
Frances Tiafoe,20231030-M-Paris_Masters-R64-Alexander_Bublik-Frances_Tiafoe,52.7,92.3,2,False
Andy Murray,20231030-M-Paris_Masters-R64-Andy_Murray-Alex_De_Minaur,58.9,95.5,2,False
Alex De Minaur,20231030-M-Paris_Masters-R64-Andy_Murray-Alex_De_Minaur,58.0,93.6,3,True
Ben Shelton,20231030-M-Paris_Masters-R64-Ben_Shelton-Alejandro_Davidovich_Fokina,55.1,90.0,4,False
Alejandro Davidovich Fokina,20231030-M-Paris_Masters-R64-Ben_Shelton-Alejandro_Davidovich_Fokina,61.9,100.0,0,True
Botic Van De Zandschulp,20231030-M-Paris_Masters-R64-Botic_Van_De_Zandschulp-Adrian_Mannarino,62.7,92.9,2,True
Adrian Mannarino,20231030-M-Paris_Masters-R64-Botic_Van_De_Zandschulp-Adrian_Mannarino,61.4,100.0,0,False
Lorenzo Musetti,20231030-M-Paris_Masters-R64-Lorenzo_Musetti-Grigor_Dimitrov,66.3,100.0,0,False
Grigor Dimitrov,20231030-M-Paris_Masters-R64-Lorenzo_Musetti-Grigor_Dimitrov,64.0,93.5,2,True
Richard Gasquet,20231030-M-Paris_Masters-R64-Richard_Gasquet-Tommy_Paul,61.8,91.2,3,False
Tommy Paul,20231030-M-Paris_Masters-R64-Richard_Gasquet-Tommy_Paul,62.3,96.6,1,True
Stan Wawrinka,20231030-M-Paris_Masters-R64-Stan_Wawrinka-Dominic_Thiem,54.8,84.2,6,False
Dominic Thiem,20231030-M-Paris_Masters-R64-Stan_Wawrinka-Dominic_Thiem,58.0,95.2,2,True
Taylor Fritz,20231030-M-Paris_Masters-R64-Taylor_Fritz-Sebastian_Baez,60.3,95.7,1,True
Sebastian Baez,20231030-M-Paris_Masters-R64-Taylor_Fritz-Sebastian_Baez,65.0,92.9,1,False
Alexander Bublik,20231031-M-Paris_Masters-R32-Alexander_Bublik-Nicolas_Jarry,55.4,78.4,8,True
Nicolas Jarry,20231031-M-Paris_Masters-R32-Alexander_Bublik-Nicolas_Jarry,57.5,82.4,6,False
Andrey Rublev,20231031-M-Paris_Masters-R32-Andrey_Rublev-Yoshihito_Nishioka,62.3,90.0,2,True
Yoshihito Nishioka,20231031-M-Paris_Masters-R32-Andrey_Rublev-Yoshihito_Nishioka,68.6,93.8,1,False
Arthur Fils,20231031-M-Paris_Masters-R64-Arthur_Fils-Daniel_Altmaier,63.2,76.2,5,False
Daniel Altmaier,20231031-M-Paris_Masters-R64-Arthur_Fils-Daniel_Altmaier,69.4,86.7,2,True
Hubert Hurkacz,20231031-M-Paris_Masters-R64-Hubert_Hurkacz-Sebastian_Korda,54.7,90.7,4,True
Sebastian Korda,20231031-M-Paris_Masters-R64-Hubert_Hurkacz-Sebastian_Korda,67.3,96.9,1,False
Ugo Humbert,20231031-M-Paris_Masters-R64-Ugo_Humbert-Marcos_Giron,64.7,100.0,0,True
Marcos Giron,20231031-M-Paris_Masters-R64-Ugo_Humbert-Marcos_Giron,55.0,100.0,0,False
Casper Ruud,20231101-M-Paris_Masters-R32-Casper_Ruud-Francisco_Cerundolo,62.3,91.3,2,False
Francisco Cerundolo,20231101-M-Paris_Masters-R32-Casper_Ruud-Francisco_Cerundolo,66.2,91.7,2,True
Dominic Thiem,20231101-M-Paris_Masters-R32-Dominic_Thiem-Holger_Rune,61.1,81.0,4,False
Holger Rune,20231101-M-Paris_Masters-R32-Dominic_Thiem-Holger_Rune,61.7,87.0,3,True
Grigor Dimitrov,20231101-M-Paris_Masters-R32-Grigor_Dimitrov-Daniil_Medvedev,69.7,94.4,2,True
Daniil Medvedev,20231101-M-Paris_Masters-R32-Grigor_Dimitrov-Daniil_Medvedev,61.3,81.4,8,False
Hubert Hurkacz,20231101-M-Paris_Masters-R32-Hubert_Hurkacz-Roberto_Bautista_Agut,74.5,100.0,0,True
Roberto Bautista Agut,20231101-M-Paris_Masters-R32-Hubert_Hurkacz-Roberto_Bautista_Agut,58.3,93.3,1,False
Novak Djokovic,20231101-M-Paris_Masters-R32-Novak_Djokovic-Tomas_Martin_Etcheverry,61.5,85.0,3,True
Tomas Martin Etcheverry,20231101-M-Paris_Masters-R32-Novak_Djokovic-Tomas_Martin_Etcheverry,80.0,100.0,0,False
Alexander Bublik,20231102-M-Paris_Masters-R16-Alexander_Bublik-Grigor_Dimitrov,65.1,66.7,5,False
Grigor Dimitrov,20231102-M-Paris_Masters-R16-Alexander_Bublik-Grigor_Dimitrov,57.1,85.7,3,True
Andrey Rublev,20231102-M-Paris_Masters-R16-Andrey_Rublev-Botic_Van_De_Zandschulp,64.0,77.8,4,True
Botic Van De Zandschulp,20231102-M-Paris_Masters-R16-Andrey_Rublev-Botic_Van_De_Zandschulp,72.0,85.7,2,False
Francisco Cerundolo,20231102-M-Paris_Masters-R16-Francisco_Cerundolo-Hubert_Hurkacz,64.1,78.3,5,False
Hubert Hurkacz,20231102-M-Paris_Masters-R16-Francisco_Cerundolo-Hubert_Hurkacz,62.0,94.7,1,True
Novak Djokovic,20231102-M-Paris_Masters-R16-Novak_Djokovic-Tallon_Griekspoor,62.3,82.5,7,True
Tallon Griekspoor,20231102-M-Paris_Masters-R16-Novak_Djokovic-Tallon_Griekspoor,63.9,88.6,4,False
Mackenzie Mcdonald,20231102-M-Paris_Masters-R32-Mackenzie_Mcdonald-Jannik_Sinner,66.7,93.3,2,False
Jannik Sinner,20231102-M-Paris_Masters-R32-Mackenzie_Mcdonald-Jannik_Sinner,57.8,94.3,2,True
Grigor Dimitrov,20231103-M-Paris_Masters-QF-Grigor_Dimitrov-Hubert_Hurkacz,69.0,90.9,2,True
Hubert Hurkacz,20231103-M-Paris_Masters-QF-Grigor_Dimitrov-Hubert_Hurkacz,62.2,92.9,2,False
Andrey Rublev,20231104-M-Paris_Masters-SF-Andrey_Rublev-Novak_Djokovic,68.8,94.3,2,False
Novak Djokovic,20231104-M-Paris_Masters-SF-Andrey_Rublev-Novak_Djokovic,66.9,87.2,5,True
Grigor Dimitrov,20231104-M-Paris_Masters-SF-Grigor_Dimitrov-Stefanos_Tsitsipas,67.0,93.8,2,True
Stefanos Tsitsipas,20231104-M-Paris_Masters-SF-Grigor_Dimitrov-Stefanos_Tsitsipas,67.6,97.0,1,False
Antoine Bellier,20231105-M-Ismaning_CH-F-Antoine_Bellier-Maximilian_Marterer,68.0,89.7,4,True
Maximilian Marterer,20231105-M-Ismaning_CH-F-Antoine_Bellier-Maximilian_Marterer,67.0,94.4,2,False
Grigor Dimitrov,20231105-M-Paris_Masters-F-Grigor_Dimitrov-Novak_Djokovic,51.5,93.9,2,False
Novak Djokovic,20231105-M-Paris_Masters-F-Grigor_Dimitrov-Novak_Djokovic,66.7,93.8,1,True
Novak Djokovic,20231112-M-Tour_Finals-RR-Novak_Djokovic-Holger_Rune,68.5,88.2,4,True
Holger Rune,20231112-M-Tour_Finals-RR-Novak_Djokovic-Holger_Rune,60.6,83.7,7,False
Stefanos Tsitsipas,20231112-M-Tour_Finals-RR-Stefanos_Tsitsipas-Jannik_Sinner,60.7,100.0,0,False
Jannik Sinner,20231112-M-Tour_Finals-RR-Stefanos_Tsitsipas-Jannik_Sinner,70.6,86.7,2,True
Andrey Rublev,20231113-M-Tour_Finals-RR-Andrey_Rublev-Daniil_Medvedev,67.6,90.9,2,False
Daniil Medvedev,20231113-M-Tour_Finals-RR-Andrey_Rublev-Daniil_Medvedev,56.2,89.3,3,True
Carlos Alcaraz,20231113-M-Tour_Finals-RR-Carlos_Alcaraz-Alexander_Zverev,69.6,92.9,2,False
Alexander Zverev,20231113-M-Tour_Finals-RR-Carlos_Alcaraz-Alexander_Zverev,77.3,90.9,2,True
Novak Djokovic,20231120-M-Tour_Finals-F-Novak_Djokovic-Jannik_Sinner,69.6,100.0,0,True
Jannik Sinner,20231120-M-Tour_Finals-F-Novak_Djokovic-Jannik_Sinner,66.2,96.0,1,False
Alexander Zverev,20231115-M-Tour_Finals-RR-Alexander_Zverev-Daniil_Medvedev,76.1,100.0,0,False
Daniil Medvedev,20231115-M-Tour_Finals-RR-Alexander_Zverev-Daniil_Medvedev,72.9,89.5,2,True
Andrey Rublev,20231115-M-Tour_Finals-RR-Andrey_Rublev-Carlos_Alcaraz,73.8,87.5,2,False
Carlos Alcaraz,20231115-M-Tour_Finals-RR-Andrey_Rublev-Carlos_Alcaraz,72.3,100.0,0,True
Hubert Hurkacz,20231116-M-Tour_Finals-RR-Hubert_Hurkacz-Novak_Djokovic,58.4,83.8,6,False
Novak Djokovic,20231116-M-Tour_Finals-RR-Hubert_Hurkacz-Novak_Djokovic,63.0,96.7,1,True
Andrey Rublev,20231117-M-Tour_Finals-RR-Andrey_Rublev-Alexander_Zverev,67.6,100.0,0,False
Alexander Zverev,20231117-M-Tour_Finals-RR-Andrey_Rublev-Alexander_Zverev,71.2,94.7,1,True
Jannik Sinner,20231118-M-Tour_Finals-SF-Jannik_Sinner-Daniil_Medvedev,56.7,95.6,2,True
Daniil Medvedev,20231118-M-Tour_Finals-SF-Jannik_Sinner-Daniil_Medvedev,62.5,93.9,2,False
Novak Djokovic,20231118-M-Tour_Finals-SF-Novak_Djokovic-Carlos_Alcaraz,67.3,94.4,1,True
Carlos Alcaraz,20231118-M-Tour_Finals-SF-Novak_Djokovic-Carlos_Alcaraz,83.9,88.9,1,False
Milos Raonic,20231121-M-Davis_Cup_Finals-QF-Milos_Raonic-Patrick_Kaukovalta,72.3,92.3,1,True
Patrick Kaukovalta,20231121-M-Davis_Cup_Finals-QF-Milos_Raonic-Patrick_Kaukovalta,60.0,100.0,0,False
Matteo Arnaldi,20231123-M-Davis_Cup_Finals-QF-Matteo_Arnaldi-Botic_Van_De_Zandschulp,65.3,92.9,3,False
Botic Van De Zandschulp,20231123-M-Davis_Cup_Finals-QF-Matteo_Arnaldi-Botic_Van_De_Zandschulp,65.7,88.9,4,True
Tallon Griekspoor,20231123-M-Davis_Cup_Finals-QF-Tallon_Griekspoor-Jannik_Sinner,70.0,94.4,1,False
Jannik Sinner,20231123-M-Davis_Cup_Finals-QF-Tallon_Griekspoor-Jannik_Sinner,66.0,94.1,1,True
Alex De Minaur,20231126-M-Davis_Cup_Finals-RR-Alex_De_Minaur-Jannik_Sinner,57.9,95.8,1,False
Jannik Sinner,20231126-M-Davis_Cup_Finals-RR-Alex_De_Minaur-Jannik_Sinner,70.8,92.9,1,True
Matteo Arnaldi,20231126-M-Davis_Cup_Finals-RR-Matteo_Arnaldi-Alexei_Popyrin,49.5,83.3,9,True
Alexei Popyrin,20231126-M-Davis_Cup_Finals-RR-Matteo_Arnaldi-Alexei_Popyrin,60.4,92.9,3,False
Novak Djokovic,20231126-M-Davis_Cup_Finals-SF-Novak_Djokovic-Jannik_Sinner,61.0,96.7,1,False
Jannik Sinner,20231126-M-Davis_Cup_Finals-SF-Novak_Djokovic-Jannik_Sinner,62.9,87.2,5,True
Jesper De Jong,20231217-M-Dutch_Championships-F-Jesper_De_Jong-Gijs_Brouwer,59.4,96.4,1,True
Gijs Brouwer,20231217-M-Dutch_Championships-F-Jesper_De_Jong-Gijs_Brouwer,75.0,100.0,0,False
Alex De Minaur,20231229-M-United_Cup-RR-Alex_De_Minaur-Cameron_Norrie,55.6,91.7,3,False
